"Galaxy","RA","DEC","SBF","NED-D","Virgo","VHel","D","M_K","A_B","T-type","log(Re)","logRho10","logSig10","logSig3","logNu10","logI10","logI3","HI_c","logM(HI)","objID","cModelMag_g","cModelMag_i","cModelMag_r","cModelMag_u","cModelMag_z","cModelMagErr_g","cModelMagErr_i","cModelMagErr_r","cModelMagErr_u","cModelMagErr_z","cx","cy","cz","dec","decErr","dered_g","dered_i","dered_r","dered_u","dered_z","deVAB_g","deVAB_i","deVAB_r","deVAB_u","deVAB_z","deVABErr_g","deVABErr_i","deVABErr_r","deVABErr_u","deVABErr_z","deVMag_g","deVMag_i","deVMag_r","deVMag_u","deVMag_z","deVMagErr_g","deVMagErr_i","deVMagErr_r","deVMagErr_u","deVMagErr_z","deVPhi_g","deVPhi_i","deVPhi_r","deVPhi_u","deVPhi_z","deVRad_g","deVRad_i","deVRad_r","deVRad_u","deVRad_z","deVRadErr_g","deVRadErr_i","deVRadErr_r","deVRadErr_u","deVRadErr_z","err_g","err_i","err_r","err_u","err_z","expAB_g","expAB_i","expAB_r","expAB_u","expAB_z","expABErr_g","expABErr_i","expABErr_r","expABErr_u","expABErr_z","expMag_g","expMag_i","expMag_r","expMag_u","expMag_z","expMagErr_g","expMagErr_i","expMagErr_r","expMagErr_u","expMagErr_z","expPhi_g","expPhi_i","expPhi_r","expPhi_u","expPhi_z","expRad_g","expRad_i","expRad_r","expRad_u","expRad_z","expRadErr_g","expRadErr_i","expRadErr_r","expRadErr_u","expRadErr_z","extinction_g","extinction_i","extinction_r","extinction_u","extinction_z","field","fieldID","flags","flags_g","flags_i","flags_r","flags_u","flags_z","fracDeV_g","fracDeV_i","fracDeV_r","fracDeV_u","fracDeV_z","g","i","insideMask","l","lnLDeV_g","lnLDeV_i","lnLDeV_r","lnLDeV_u","lnLDeV_z","lnLExp_g","lnLExp_i","lnLExp_r","lnLExp_u","lnLExp_z","modelMag_g","modelMag_i","modelMag_r","modelMag_u","modelMag_z","modelMagErr_g","modelMagErr_i","modelMagErr_r","modelMagErr_u","modelMagErr_z","obj","parentID","petroMag_g","petroMag_i","petroMag_r","petroMag_u","petroMag_z","petroMagErr_g","petroMagErr_i","petroMagErr_r","petroMagErr_u","petroMagErr_z","petroR50_g","petroR50_i","petroR50_r","petroR50_u","petroR50_z","petroR50Err_g","petroR50Err_i","petroR50Err_r","petroR50Err_u","petroR50Err_z","petroR90_g","petroR90_i","petroR90_r","petroR90_u","petroR90_z","petroR90Err_g","petroR90Err_i","petroR90Err_r","petroR90Err_u","petroR90Err_z","petroRad_g","petroRad_i","petroRad_r","petroRad_u","petroRad_z","petroRadErr_g","petroRadErr_i","petroRadErr_r","petroRadErr_u","petroRadErr_z","psffwhm_g","psffwhm_i","psffwhm_r","psffwhm_u","psffwhm_z","psfMag_g","psfMag_i","psfMag_r","psfMag_u","psfMag_z","psfMagErr_g","psfMagErr_i","psfMagErr_r","psfMagErr_u","psfMagErr_z","r","ra","raErr","rerun","run","score","sky_g","sky_i","sky_r","sky_u","sky_z","specObjID","u","u_g","u_i","u_r","u_u","u_z","uErr_g","uErr_i","uErr_r","uErr_u","uErr_z","z","noise","bmaj","bmin","upper_limit_sign_1","logM(HI)","upper_limit_sign_2","logM(HI)/L_K","HI_class"
"IC0560","146.472656","-0.268221","0","0","0","1853","27.2","-22.10","0.59","-0.7","1.11","-1.91","-0.76","0.05","8.57","9.74","10.43","-1","-9.00","1237650795683250250","13.971798","12.632696","13.138155","15.853551","12.44558","1.897505E-3","1.706199E-3","1.735961E-3","6.589501E-3","2.252267E-3","-0.83361325","0.55232872","-4.68288009E-3","-0.26831025","0.05110676","13.5032","12.364984","12.765838","15.181095","12.182387","0.480119","0.467067","0.474735","0.49806","0.488977","2.486595E-3","1.919727E-3","2.089777E-3","0.011235","3.214001E-3","13.971483","12.632696","13.138155","15.841131","12.44558","1.897312E-3","1.706199E-3","1.735961E-3","6.570516E-3","2.252267E-3","16.416433","14.051318","15.383422","17.443048","16.476475","11.217799","10.699298","10.369366","10.692628","9.066602","0.071186","0.050652","0.046886","0.261828","0.073298","1.899097E-3","1.706549E-3","1.735961E-3","6.574098E-3","2.254828E-3","0.508138","0.519622","0.516356","0.50864","0.511666","2.391497E-3","2.365179E-3","2.204814E-3","9.690291E-3","3.010431E-3","14.324058","13.01367","13.452717","16.313791","12.860875","2.099879E-3","1.949657E-3","1.944653E-3","6.988421E-3","2.486037E-3","16.26256","14.739042","15.675512","16.659472","16.135109","7.698668","7.70042","7.690258","5.777263","5.850652","0.03794","0.034349","0.03506","0.085477","0.030167","0.513326","0.282309","0.372307","0.697653","0.200161","174","1237650795683250176","35219001708632","275146772504","2252074961506328","4503874775191576","2252074960195608","275146768408","0.998955","1","1","0.967774","1","14.016526","12.647293","0","236.69033324","-5217.65967","-6080.31836","-5944.02002","-255.262833","-2833.83447","-3.522632E4","-5.342336E4","-4.560912E4","-1787.82458","-2.359521E4","14.016526","12.647293","13.138144","15.878748","12.382548","1.899097E-3","1.706549E-3","1.735961E-3","6.574098E-3","2.254828E-3","74","1237650795683250247","14.043649","12.687197","13.187057","15.993748","12.504472","0.167807","0.04169","0.058944","0.495402","0.168152","7.563566","7.631029","7.325597","6.349325","6.399563","1.755291","0.466884","0.612998","4.200326","1.576557","22.775667","23.629368","22.720816","18.237234","20.298143","-1000","2.7124","4.126042","-1000","-1000","18.293303","19.384815","17.719299","15.923221","15.446107","1.593348","1.817843","1.594914","1.567811","1.252334","1.307672","1.193466","1.240888","1.522332","1.207916","16.362589","15.06807","15.530808","18.094484","14.700349","0.051113","0.017645","0.021307","0.133388","0.048758","13.138144","146.47266356","0.05078156","301","1239","0.840857","2.482066","7.950562","5.069081","1.445085","22.597044","0","15.878748","0.034006","0.047797","0.033944","0.029659","0.041876","0.066419","0.015312","0.022515","0.181344","0.063646","12.382548",,,,,,,,
"IC0598","153.202423","43.145546","0","0","0","2256","35.3","-22.60","0.06","-0.1","1.02","-2.31","-1.33","-1.71","8.27","9.28","8.91","0.0","7.450","1237660635994259485","13.495641","12.451658","12.83075","14.919434","12.163747","1.739246E-3","1.702789E-3","1.705953E-3","4.420317E-3","2.19447E-3","-0.65126118","0.32894185","0.68385389","43.14553824","1.46917455E-3","13.434693","12.425288","12.776608","15.039023","12.187932","0.427319","0.434449","0.423839","0.449846","0.44556","2.011628E-3","2.013924E-3","2.016857E-3","6.329505E-3","3.134906E-3","13.47878","12.437726","12.815175","14.870357","12.13912","1.725081E-3","1.69239E-3","1.693051E-3","4.372741E-3","2.180811E-3","6.927366","6.960739","7.209572","6.719219","6.568254","9.965932","10.075742","9.734945","13.636413","10.65155","0.038248","0.038454","0.053097","0.226299","0.075845","1.725351E-3","1.693217E-3","1.693051E-3","4.412894E-3","2.184452E-3","0.470022","0.468281","0.467301","0.460046","0.46492","1.871746E-3","1.899907E-3","1.835715E-3","5.082803E-3","2.866008E-3","13.659444","12.660471","13.003636","15.318683","12.542233","1.883684E-3","1.865573E-3","1.856677E-3","4.632195E-3","2.350278E-3","7.044439","7.067966","7.172121","6.711439","6.396587","7.785899","7.753294","7.732603","7.539681","6.249295","0.036512","0.034816","0.034538","0.081113","0.033453","0.053206","0.029261","0.038589","0.072311","0.020746","236","1237660635994259456","35255507619856","2252074960195600","2252074960195600","6755674587566096","2252074985328656","2252074960195600","0.899476","0.931254","0.910614","0.869355","0.927691","13.487899","12.454549","0","175.80629731","-6399.85059","-5739.06396","-6340.94678","-559.844666","-3153.91479","-3.828411E4","-4.210071E4","-4.091974E4","-3852.26709","-2.031559E4","13.487899","12.454549","12.815198","15.111335","12.208678","1.725351E-3","1.693217E-3","1.693051E-3","4.412894E-3","2.184452E-3","29","1237660635994259484","13.528731","12.494248","12.854223","15.098433","12.278098","0.024694","0.025502","0.023967","0.029367","0.022355","6.60809","6.602129","6.459849","7.011965","6.317967","0.211491","0.220988","0.200165","0.260102","0.183216","19.855164","20.024569","19.630642","20.412626","19.117279","1.414968","1.462418","1.385802","1.690749","1.289037","15.37619","15.489698","14.940545","16.239353","14.704971","1.743417","1.79856","1.671649","1.626147","1.523781","1.370245","1.138889","1.249539","1.424234","1.166955","15.78964","14.896154","15.160877","17.410072","14.585648","0.021192","0.017554","0.011232","0.018706","0.012339","12.815198","153.20237184","1.30588513E-3","301","3530","0.820636","1.676313","9.567044","5.148018","1.391073","29.054066","1371479997524502528","15.111335","0.054014","0.063982","0.063215","0.04976","0.057713","1.076097E-3","8.989947E-4","9.179114E-4","3.277915E-3","1.249051E-3","12.208678","0.46","37.7","37.3","<","7.45","<","-2.90","-"
"IC0676","168.165909","9.055736","0","0","0","1429","24.6","-22.27","0.11","-1.3","1.35","-1.41","-0.62","-0.62","9.19","9.96","9.79","-1","-9.00","1237660613436047394","13.437888","12.276015","12.682009","14.837277","11.95662","1.862349E-3","1.758942E-3","1.754047E-3","5.125861E-3","2.44946E-3","-0.96654581","0.20252257","0.15739695","9.0558378","4.99195284E-3","13.26475","12.21934","12.546177","14.472644","11.898475","0.488644","0.52205","0.538372","0.310649","0.42035","2.738041E-3","2.832397E-3","2.920048E-3","6.134176E-3","3.054891E-3","13.391509","12.19298","12.615119","14.821682","11.840466","1.838721E-3","1.726218E-3","1.724568E-3","5.108922E-3","2.394469E-3","162.802643","163.471878","163.052109","161.453857","162.875793","23.857222","27.020784","24.406443","21.439402","29.666891","0.111418","0.146804","0.110118","0.411564","0.267459","1.840958E-3","1.728358E-3","1.724568E-3","5.235901E-3","2.409274E-3","0.421588","0.425871","0.426006","0.299977","0.330516","1.951068E-3","1.947075E-3","1.840849E-3","4.961689E-3","2.416401E-3","13.674855","12.529035","12.879109","15.383371","12.336531","1.969322E-3","1.831206E-3","1.828602E-3","5.288472E-3","2.506193E-3","161.144852","161.979538","161.076279","161.07515","162.038391","14.447153","14.317639","14.211617","9.217698","13.638728","0.051617","0.048833","0.045469","0.108448","0.069818","0.095055","0.052276","0.068942","0.129187","0.037065","89","1237660613436047360","1319482941378576","2252074960195600","2252074976972816","6755674587566096","2252074960195600","2410404651372560","0.817946","0.723415","0.723182","0.964691","0.723358","13.359804","12.271617","0","246.04157349","-1.571423E4","-1.224542E4","-1.446356E4","-902.970703","-3660.96948","-3.804115E4","-3.423894E4","-3.634148E4","-2380.48828","-1.257847E4","13.359804","12.271617","12.615119","14.601831","11.935539","1.840958E-3","1.728358E-3","1.724568E-3","5.235901E-3","2.409274E-3","34","1237660613436047391","13.425723","12.322361","12.667029","14.998165","12.078298","0.011242","7.641867E-3","8.183619E-3","0.015649","7.358905E-3","12.54399","13.059594","12.901511","9.66661","12.437405","0.148545","0.101872","0.111598","0.194578","0.095124","34.203087","34.461193","35.454983","26.316734","33.034775","1.050577","0.661952","0.79092","1.079667","0.631754","27.113634","29.407658","28.222479","23.954102","27.837961","0.895717","0.855225","0.954105","1.379709","0.934731","1.245136","1.28607","1.431371","1.945269","1.270403","16.861195","15.921898","16.068542","17.448124","15.581059","0.026069","0.027677","0.013529","0.036423","0.018285","12.615119","168.16588873","2.57388669E-3","301","3525","0.743462","2.705729","15.45326","8.431557","2.061247","45.182617","1374726306310154240","14.601831","-0.042184","-0.031266","-0.03549","-0.057208","-0.032234","4.234749E-3","2.757459E-3","2.937284E-3","5.611802E-3","2.631948E-3","11.935539",,,,,,,,
"IC0719","175.077042","9.009861","0","0","0","1833","29.4","-22.70","0.22","-2.0","1.10","-1.91","-1.02","-1.21","8.93","9.73","9.17","-1","-9.00","1237660612902125601","13.439722","12.206786","12.615893","14.942777","11.814821","1.953444E-3","1.81836E-3","1.819063E-3","4.92728E-3","2.273723E-3","-0.98401794","0.08475615","0.15660485","9.00988423","3.27433355E-3","13.325358","12.169514","12.562879","14.858195","11.889249","0.270002","0.250005","0.249994","0.320214","0.273514","1.32573E-3","1.494496E-3","1.663851E-3","6.19285E-3","2.12487E-3","13.262458","11.997577","12.455647","14.719944","11.580711","1.971802E-3","1.78818E-3","1.819746E-3","5.277595E-3","2.212182E-3","54.853977","55.409649","55.323212","53.629692","55.036068","29.676655","29.306843","29.208731","29.667072","29.282686","0.181355","0.27104","0.279011","0.970321","0.313531","1.935881E-3","1.797044E-3","1.799112E-3","5.01146E-3","2.235438E-3","0.3","0.31714","0.264132","0.288368","0.284237","1.479967E-3","1.414479E-3","1.202881E-3","3.674726E-3","1.706433E-3","13.515671","12.386806","12.702625","14.942777","12.088689","1.923423E-3","1.791543E-3","1.799114E-3","4.92728E-3","2.221914E-3","55.46653","55.586597","55.377125","54.927376","55.591747","13.375963","11.401866","13.423401","15.877914","11.048144","0.058871","0.052086","0.041101","0.182896","0.050563","0.192773","0.106018","0.139815","0.261994","0.075168","134","1237660612902125568","1161187627241564","2252074977497116","2252075111714840","6755674604867612","2252074976972824","2252075111186456","0.275857","0.418262","0.325573","0","0.480919","13.518131","12.275531","0","256.7525988","-1.283243E4","-9864.56543","-1.179038E4","-3350.16577","-3991.62549","-5132.57373","-1.055411E4","-7694.49805","-288.612915","-5038.79932","13.518131","12.275531","12.702694","15.12019","11.964417","1.935881E-3","1.797044E-3","1.799112E-3","5.01146E-3","2.235438E-3","33","1237660612902125600","13.503358","12.315781","12.734405","15.003807","12.018532","0.027319","0.027116","0.02621","0.030767","0.029361","9.385859","8.878765","8.919887","9.793087","8.42377","0.259394","0.262591","0.250344","0.276026","0.272143","25.298122","25.545303","24.927538","24.627697","24.667253","1.889211","1.99939","1.875096","2.017513","2.253066","21.080044","19.818836","19.974695","22.585032","18.298794","3.931111","4.147023","3.709479","2.887621","3.460942","1.475499","1.226383","1.41029","1.676075","1.21853","16.801924","15.610076","15.932055","18.516163","15.202999","0.014685","0.015899","0.012069","0.024998","0.02096","12.702694","175.07710811","3.86026147E-3","301","3525","0.751117","2.611432","14.659122","8.060645","1.950029","40.750668","1379305222635022336","15.12019","0.066838","0.079509","0.074317","0.041491","0.083035","5.900433E-4","4.513703E-4","4.539176E-4","3.763908E-3","1.117066E-3","11.964417",,,,,,,,
"IC0782","185.404053","5.765672","0","0","0","2424","36.3","-22.02","0.09","2.7","1.35","-0.65","0.28","0.96","10.11","11.00","11.67","-1","-9.00","1237654606410547205","13.965594","12.853925","13.285523","15.343937","12.576151","1.965755E-3","1.81002E-3","1.804439E-3","7.293926E-3","2.613572E-3","-0.99051869","-0.09370196","0.10046227","5.76579072","0.05175739","13.845321","12.814481","13.173672","15.399021","12.596588","0.649989","0.689872","0.645395","0.738773","0.731133","3.568423E-3","3.701016E-3","3.42325E-3","0.01704","5.935483E-3","13.902617","12.797399","13.229446","15.202129","12.507033","1.937913E-3","1.784471E-3","1.778666E-3","7.080573E-3","2.573655E-3","65.929245","65.457504","65.66658","68.908089","67.003914","19.498434","19.937263","19.121969","25.207891","20.571657","0.107427","0.106199","0.101607","0.643104","0.18153","1.93812E-3","1.787041E-3","1.778666E-3","7.154159E-3","2.58185E-3","0.661804","0.681671","0.660937","0.704806","0.680797","3.189042E-3","3.154114E-3","2.908216E-3","0.014416","4.943685E-3","14.211763","13.115382","13.505906","15.816939","12.980195","2.047622E-3","1.906108E-3","1.891056E-3","7.427599E-3","2.736602E-3","65.340393","64.984558","65.436462","67.456421","66.863678","11.196596","11.26694","11.098844","10.577147","10.478641","0.045537","0.043284","0.0408","0.159418","0.055131","0.076903","0.042294","0.055777","0.104518","0.029987","442","1237654606410547200","35253361446928","2252074977234960","2252074977234960","6755674605654032","2252074976972816","2252074976972816","0.77257","0.800182","0.776075","0.716809","0.825406","13.922224","12.856774","0","283.22549102","-7299.50928","-6654.09424","-8703.15137","-186.069885","-2306.39258","-2.362811E4","-2.947939E4","-3.015289E4","-1211.17993","-1.253786E4","13.922224","12.856774","13.229448","15.503539","12.626575","1.93812E-3","1.787041E-3","1.778666E-3","7.154159E-3","2.58185E-3","5","1237654606410547202","14.052274","12.96289","13.363025","15.536948","12.736816","0.04558","0.02812","0.010788","0.025626","0.103322","10.995091","11.597729","11.018973","12.450243","11.432509","0.578647","0.378108","0.138876","0.375467","1.396293","31.659611","32.792572","32.00462","37.728451","34.126175","4.068849","2.341928","0.923594","2.407438","11.101145","25.64628","28.312496","26.089352","30.95155","26.205486","1.664917","1.556322","1.827816","4.914969","1.81026","1.175844","1.191629","1.251067","1.24064","1.065759","17.417953","16.36561","16.659271","19.074854","16.230257","0.028069","0.019359","0.019706","0.021174","0.053177","13.229448","185.40403465","0.05149915","301","2126","0.853883","1.704999","6.614749","4.008254","1.241592","18.372772","3242682791942449152","15.503539","4.309024E-3","2.721263E-3","3.838397E-3","9.813073E-3","4.654476E-3","0.017507","0.010611","3.294706E-3","6.485948E-3","0.04096","12.626575",,,,,,,,
"IC1024","217.863419","3.009107","0","0","0","1479","24.2","-21.85","0.13","-2.0","1.05","-0.85","0.17","-0.10","9.82","10.91","10.53","-1","-9.00","1237651821099614262","13.747628","12.751842","13.109427","14.960205","12.460483","2.02439E-3","1.938634E-3","1.905223E-3","4.887575E-3","2.811289E-3","-0.78839946","-0.61292168","0.05247199","3.00780465","5.81697649E-3","13.66164","12.713358","13.027426","14.814085","12.392106","0.450084","0.434473","0.449997","0.422518","0.427566","3.161792E-3","2.529979E-3","3.003454E-3","7.452427E-3","4.531607E-3","13.732731","12.760749","13.157147","14.651791","12.274123","2.203599E-3","2.130524E-3","2.096788E-3","5.153503E-3","3.082447E-3","28.444187","29.70211","29.608152","26.634235","29.818491","28.208874","29.673182","27.300077","29.667574","29.673355","0.217028","0.154613","0.185417","0.718089","0.372556","2.021911E-3","1.937907E-3","1.900695E-3","4.876795E-3","2.825774E-3","0.364274","0.341281","0.361474","0.354608","0.315012","1.711902E-3","1.684266E-3","1.52565E-3","4.713652E-3","2.224246E-3","13.74803","12.751766","13.108291","14.970129","12.460483","2.019223E-3","1.936934E-3","1.900694E-3","4.866283E-3","2.811289E-3","29.855103","30.504463","30.394485","28.494299","30.648106","15.134243","15.312473","14.657421","14.62833","14.648915","0.062876","0.063338","0.052895","0.155668","0.086704","0.111593","0.061372","0.080937","0.151664","0.043513","66","1237651821099614208","1161187626717200","2252074960195600","2252074960195600","6755674587566096","2252074960195600","2252074960195600","0.026078","8.503166E-3","0.023781","0.026951","0","13.773233","12.77473","0","352.00351948","-2.931711E4","-3.163284E4","-3.495368E4","-3776.47583","-1.433193E4","-6189.55811","-4443.88184","-5922.94824","-1117.53271","-1854.30627","13.773233","12.77473","13.108362","14.96575","12.435619","2.021911E-3","1.937907E-3","1.900695E-3","4.876795E-3","2.825774E-3","54","1237651821099614258","13.660287","12.667525","13.004091","14.96219","12.443199","0.050027","0.051866","0.061751","0.035551","0.040591","10.220209","9.988926","9.856484","9.737341","9.158958","0.42444","0.456928","0.525177","0.305827","0.321846","23.367056","23.347315","22.79109","22.733999","21.169802","3.477864","3.671471","4.340322","2.201129","2.411582","21.337343","21.087061","20.661406","20.799799","19.6101","2.848504","2.751716","2.623273","2.517531","2.587959","1.651407","1.234229","1.224483","1.93093","1.435055","17.359819","16.848289","17.142607","18.157253","16.326517","0.063906","0.074417","0.082719","0.031248","0.051654","13.108362","217.86239796","0.01245849","301","1478","0.819896","2.35921","10.551915","5.648376","1.79406","32.041496","602501619233351680","14.96575","9.457742E-3","0.023086","0.013759","-3.530491E-3","0.032916","0.018617","0.019276","0.022846","0.012567","0.014803","12.435619",,,,,,,,
"IC3631","189.950195","12.973927","0","0","0","2822","42.0","-22.01","0.17","-1.3","1.13","-2.05","-1.10","-1.06","8.89","9.58","9.80","0.0","7.714","1237661817632915494","13.925404","13.108418","13.443388","15.46152","12.940583","1.889579E-3","1.927235E-3","1.868179E-3","4.914562E-3","2.822331E-3","-0.95981484","-0.16837895","0.22450835","12.97396901","1.34574664E-3","13.705779","13.075226","13.309988","14.943263","12.971019","0.526058","0.579184","0.577455","0.483822","0.527915","2.74469E-3","3.254624E-3","2.950932E-3","7.594684E-3","4.736993E-3","13.913046","13.061147","13.414666","15.46152","12.843289","1.879348E-3","1.904494E-3","1.847934E-3","4.914562E-3","2.769033E-3","89.252426","88.787758","89.172279","89.752914","88.497154","10.446811","13.815557","12.081668","6.740117","15.965055","0.052145","0.084378","0.081808","0.114079","0.14556","1.889142E-3","1.909082E-3","1.847934E-3","5.043859E-3","2.782204E-3","0.472548","0.519538","0.494842","0.455239","0.518818","2.156269E-3","2.485802E-3","2.327079E-3","6.174138E-3","4.003318E-3","14.11554","13.272371","13.56891","15.833404","13.315922","2.053349E-3","1.997298E-3","1.957524E-3","5.443073E-3","2.896601E-3","89.337669","89.047958","89.217751","89.331047","88.661621","9.453736","9.787026","9.865955","5.501824","7.924851","0.040751","0.046627","0.045287","0.050605","0.057662","0.144399","0.079414","0.10473","0.19625","0.056305","19","1237661817632915456","35255507619856","2252074960195600","2252074960195600","6755674587430928","2252074960191504","2252074960195600","0.933487","0.759016","0.80287","1","0.757143","13.850178","13.154639","0","291.47091347","-7913.2041","-9922.4502","-1.074081E4","-1440.7533","-3532.47803","-3.49443E4","-2.464012E4","-2.948946E4","-5901.04199","-1.011702E4","13.850178","13.154639","13.414719","15.139513","13.027324","1.889142E-3","1.909082E-3","1.847934E-3","5.043859E-3","2.782204E-3","38","1237661817632915493","13.945642","13.152528","13.444287","15.355882","13.081896","6.553162E-3","6.154893E-3","6.638198E-3","0.011298","6.191945E-3","7.548695","8.731226","8.307264","5.799256","7.965548","0.067701","0.063086","0.067959","0.104996","0.058093","21.815184","21.619486","21.641682","20.681522","19.480993","0.405735","0.312656","0.359597","0.777841","0.26414","18.748846","20.664669","20.04553","14.268892","19.441584","1.445723","0.944725","1.113312","1.901836","0.950432","1.298696","1.032266","1.09736","1.322376","1.026296","16.158039","15.96075","16.063772","17.066248","15.867465","0.018287","0.014382","0.021322","0.036777","0.023627","13.414719","189.95006942","1.63064403E-3","301","3805","0.882811","1.582648","7.069335","3.757237","1.300185","20.159668","1819615106200266752","15.139513","3.021811E-3","4.874196E-4","-2.055912E-3","9.828592E-4","2.322227E-3","1.787885E-3","1.89253E-3","2.146882E-3","4.147745E-3","2.302151E-3","13.027324","0.60","77.8","31.8","<","7.71","<","-2.40","-"
"NGC0448","18.818876","-1.626105","1","1","0","1908","29.5","-23.02","0.26","-2.5","1.05","-1.79","-1.01","-1.08","9.09","9.60","9.54","-1","-9.00","1237657067403935758","13.025557","11.852511","12.28676","14.687247","11.512204","1.694019E-3","1.637148E-3","1.630249E-3","4.566152E-3","1.903938E-3","0.9461618","0.3224476","-0.02837927","-1.62623102","1.63846921E-3","12.856667","11.70861","12.11621","14.587497","11.469835","0.41333","0.449106","0.440263","0.368909","0.391084","1.802231E-3","1.989624E-3","1.903792E-3","4.967272E-3","2.19436E-3","12.99311","11.846151","12.282782","14.541389","11.462956","1.668132E-3","1.613424E-3","1.603301E-3","4.447588E-3","1.880498E-3","116.839241","117.039795","116.798859","117.521988","117.487793","14.017939","11.404593","11.723872","20.481785","13.966623","0.066892","0.049436","0.053357","0.298422","0.080494","1.675135E-3","1.613374E-3","1.603301E-3","4.554358E-3","1.886216E-3","0.374231","0.331489","0.332355","0.364204","0.373894","1.403763E-3","1.133549E-3","1.116119E-3","3.788628E-3","1.582264E-3","13.184443","11.891424","12.306669","15.077887","11.797124","1.827074E-3","1.78279E-3","1.762739E-3","4.594985E-3","2.012346E-3","117.910965","118.043343","117.998001","118.171471","117.854622","9.482985","11.186545","11.236969","9.036752","7.697856","0.036436","0.032056","0.032198","0.0823","0.035626","0.22966","0.126304","0.166568","0.312127","0.089551","93","1237657067403935744","35184640659472","2252074960195600","2252074960195600","6755674587566096","2252074985324560","2252074960195600","0.817774","0.856976","0.831902","0.677589","0.83261","13.086327","11.834913","0","136.55946169","-5066.11523","-7673.229","-7658.45605","-225.174255","-2813.41016","-4.024773E4","-4.858931E4","-4.720084E4","-2042.7771","-2.386898E4","13.086327","11.834913","12.282779","14.899624","11.559386","1.675135E-3","1.613374E-3","1.603301E-3","4.554358E-3","1.886216E-3","14","1237657067403935757","13.069241","11.82826","12.264281","14.843766","11.561903","0.034023","0.031514","0.031406","0.046889","0.031841","7.641317","7.446743","7.40221","8.188245","7.215512","0.3322","0.308308","0.30068","0.467737","0.297951","23.497841","23.311144","23.176687","24.718113","23.174698","2.197729","2.013756","2.021812","2.956399","2.110202","18.155079","17.822529","17.468887","19.681889","16.575188","2.841246","2.764065","2.834095","3.21215","2.988919","1.066166","0.875851","0.994452","1.066313","1.005255","16.130955","14.998217","15.341364","18.082811","14.626573","0.016678","0.021823","0.019145","0.030129","0.015124","12.282779","18.81887478","2.26964969E-3","301","2699","0.872912","1.98764","10.06327","5.403448","1.704395","28.410082","0","14.899624","-0.094284","-0.096254","-0.098257","-0.085075","-0.099397","4.075147E-4","3.052409E-4","2.955593E-4","3.30695E-3","6.767277E-4","11.559386",,,,,,,,
"NGC0474","20.027901","3.415270","0","1","0","2315","30.9","-23.91","0.15","-2.0","1.52","-1.78","-0.55","-0.04","9.02","10.36","11.27","-1","-9.00","1237678620110946331","12.397775","11.218747","11.627906","14.286318","11.018262","1.509803E-3","1.460628E-3","1.460526E-3","4.16792E-3","1.649354E-3","0.93785738","0.34186865","0.05957647","3.41550261","1.54994561E-3","12.304214","11.143219","11.53264","14.150841","10.896559","0.848962","0.85891","0.854518","0.85434","0.877881","3.431623E-3","3.104071E-3","3.088694E-3","0.010138","3.832693E-3","12.397775","11.218747","11.627906","14.286318","11.018262","1.509803E-3","1.460628E-3","1.460526E-3","4.16792E-3","1.649354E-3","6.479326","13.646523","12.463925","5.029368","10.285643","16.664854","15.614385","15.714016","16.595503","13.488497","0.075987","0.055996","0.057514","0.241593","0.067085","1.51058E-3","1.460687E-3","1.460526E-3","4.169861E-3","1.652537E-3","0.78356","0.781697","0.788453","0.913801","0.868543","3.016725E-3","2.840941E-3","2.95744E-3","9.9536E-3","3.452644E-3","12.789023","11.598961","12.01073","15.018343","11.551919","1.788983E-3","1.765335E-3","1.763906E-3","4.529163E-3","1.904152E-3","8.132897","11.182599","10.210217","9.023407","13.837632","13.438849","13.413982","13.366944","6.03073","7.019662","0.040929","0.038849","0.038801","0.056992","0.021699","0.131347","0.072236","0.095264","0.178511","0.051216","463","1237678620110946304","35253360136208","2252074976972816","2252074976972816","6755674604343312","2252074976972816","2252074976972816","1","1","1","1","1","12.435561","11.215455","0","136.7974697","-4925.71338","-7316.07178","-7037.19531","-181.463516","-3509.95337","-7.923098E4","-9.436545E4","-9.381752E4","-5271","-5.751522E4","12.435561","11.215455","11.627904","14.329352","10.947775","1.51058E-3","1.460687E-3","1.460526E-3","4.169861E-3","1.652537E-3","27","1237678620110946330","12.42345","11.205116","11.621104","14.142756","11.001025","2.627015E-3","2.258366E-3","2.325028E-3","9.575873E-3","2.393747E-3","16.103365","15.818079","15.858717","19.479527","13.411383","0.070308","0.061537","0.063776","0.300258","0.058582","51.697739","51.23233","51.427975","60.535789","46.367878","0.4317","0.346327","0.360978","1.192887","0.34022","40.843609","42.200165","42.277348","59.514126","35.86063","0.771213","0.552356","0.589647","1.911654","0.448924","1.120125","1.04581","1.055889","1.07527","1.145147","15.91003","14.713185","15.125436","17.931004","14.297629","0.023284","0.01941","0.016558","0.015606","0.012231","11.627904","20.02785704","1.54241324E-3","301","7717","0.917373","1.663463","7.587508","3.907164","1.238277","21.321907","0","14.329352","2.169405E-4","-7.224258E-4","-4.529147E-4","1.11678E-3","-3.070987E-4","3.669781E-4","2.912567E-4","2.727853E-4","3.958058E-3","7.192161E-4","10.947775",,,,,,,,
